Commit,Date,Author,Feature Files,Total Lines,Message
979435d,2009-09-21 05:04:48,Aslak Hellesøy,141,196,Release 0.3.101.2
0c3eefe,2009-09-21 06:03:08,Leanoard CHIN,141,196,Some options set in cucumber.yml profiles are ignored [#446 state:resolved]
7d30085,2009-09-21 07:01:16,Aslak Hellesøy,140,122,"Added a fix for [#449 state:resolved] and realised this was working all the time, as long as cucumbe"
e910b3c,2009-09-22 00:59:22,Matt Wynne,141,198,Get HTML formatter working with features
b5d074e,2009-09-22 02:18:35,Matt Wynne,141,198,"Start adding spec for HTML formatter than include step execution.
Refactor HTML formatter specs for "
5311736,2009-09-22 02:45:46,Matt Wynne,141,198,Fix for when step fails in scenario that already failed in background
a0d9e41,2009-09-22 03:23:15,Matt Wynne,141,198,Fix HTML formatter when table in background then table in scenario
26ab5cf,2009-09-22 03:30:15,Matt Wynne,141,198,Fix for py strings
8b941bd,2009-09-22 03:39:05,Matt Wynne,141,198,Default value for debugging IO
e43fe17,2009-09-22 03:40:55,Matt Wynne,141,198,Fix usage formatter
b66eabd,2009-09-22 03:42:38,Matt Wynne,140,124,Fix steps formatter
1b556dc,2009-09-22 04:26:40,Matt Wynne,140,124,Fix junit formatter
ae286fa,2009-09-22 04:51:14,Matt Wynne,140,124,Add deprecation warning
db09c25,2009-09-22 05:03:21,Matt Wynne,140,124,Fix PDF formatter
e1cef9a,2009-09-22 05:28:23,Matt Wynne,140,124,Fixing specs after refactoring
d567970,2009-09-22 21:53:42,Aslak Hellesøy,140,122,WIP
c7764c3,2009-09-22 22:04:11,Jim Meyer,140,122,features/support/env.rb runs commands twice (bugfix cuts total time by almost 50% w00t) [#452 state:
81a7321,2009-09-22 23:09:29,Aslak Hellesøy,140,122,fix string_spec
d67af8f,2009-09-22 23:09:33,Aslak Hellesøy,140,122,Merge branch 'master' into programming-language-specific-regexp
c9c351a,2009-09-23 01:47:18,Aslak Hellesøy,140,122,"Added new internal API for Regexp and groups, allowing other programming languages to leverage nativ"
e5835a7,2009-09-23 02:43:55,Aslak Hellesøy,140,122,Release 0.3.102
345dad9,2009-09-23 03:24:19,Aslak Hellesøy,140,122,Merge with master
76177f7,2009-09-23 17:33:36,Matt Wynne,141,196,"Merge branch 'master' into deprecate_visitor

Conflicts:
  lib/cucumber/formatter/html.rb
  lib/cucu"
01ff390,2009-09-23 17:44:59,Matt Wynne,141,196,Fix broken feature following merge
bb92a70,2009-09-23 18:27:00,Aslak Hellesøy,141,196,Completely encapsulate step definition regexps
c811e23,2009-09-23 20:23:30,Aslak Hellesøy,141,196,Added back a way to globally turn off AR transactions. Added a @no-txn tag to turn off txns on per-s
c9cf65e,2009-09-23 22:32:11,Aslak Hellesøy,141,196,Added some RDoc and a better spec
f7383b0,2009-09-23 23:24:53,Aslak Hellesøy,141,196,Merged with master
1cdbe18,2009-09-23 23:25:18,Aslak Hellesøy,141,200,Implemented new groups API
cd11ada,2009-09-23 23:28:39,Aslak Hellesøy,141,200,Wrong error class
5eaeae6,2009-09-23 23:59:27,Matt Wynne,141,196,Use upper-case for the message
0d58673,2009-09-24 00:00:46,Matt Wynne,141,196,Rename table diff messages for clarity
c531f4a,2009-09-24 01:47:04,Aslak Hellesøy,141,196,Better names
d1cf53e,2009-09-24 02:05:32,Aslak Hellesøy,141,196,It's OK to use a class method
5d2ba2a,2009-09-24 02:08:22,Aslak Hellesøy,142,151,Merge branch 'master' into deprecate_visitor
f889e58,2009-09-24 02:22:17,Aslak Hellesøy,142,151,What the hell is ruby-debug doing in here??
82420df,2009-09-24 02:31:23,Aslak Hellesøy,142,151,Release 0.3.102.1
5cbbb8a,2009-09-24 02:34:20,Aslak Hellesøy,142,151,Completely encapsulate step definition regexps
e2ab1fd,2009-09-24 02:34:20,Aslak Hellesøy,142,151,Added back a way to globally turn off AR transactions. Added a @no-txn tag to turn off txns on per-s
69383ff,2009-09-24 02:34:20,Aslak Hellesøy,141,196,Added some RDoc and a better spec
00a3a71,2009-09-24 03:02:02,Matt Wynne,141,196,Fix failing spec
f9ef4b7,2009-09-24 03:15:03,Matt Wynne,141,196,Make this spec less brittle
1198b7a,2009-09-24 03:32:43,aslakhellesoy,141,194,Link to Cuke4Duke
b87990e,2009-09-24 03:45:42,Matt Wynne,141,200,Rename listener API methods to remove spurious mentions of the work 'visit'
50d92a2,2009-09-24 04:12:45,Aslak Hellesøy,141,194,Release 0.3.102.2
3785bb9,2009-09-24 04:21:55,Aslak Hellesøy,141,194,Merge branch 'master' into deprecate_visitor
2aa1334,2009-09-24 04:32:13,Aslak Hellesøy,141,194,Deprecate Cucumber::Ast::Visitor and make formatters simple listeners [#438 state:resolved]
4e5e278,2009-09-24 12:46:28,Aslak Hellesøy,141,194,Don't print walker even on --verbose
ff7c649,2009-09-24 12:54:12,Aslak Hellesøy,141,194,Release 0.3.103
4796709,2009-09-25 00:28:53,Jon-Anders Teigen,141,194,remove ruby-debug
9653209,2009-09-25 00:49:37,Jon-Anders Teigen,141,194,More power to the language
a637058,2009-09-25 04:30:49,Aslak Hellesøy,141,194,lib/cucumber/formatter/html.rb requires ruby-debug [#455 state:resolved]
9e12c20,2009-09-25 04:49:06,Aslak Hellesøy,141,194,Merge branch 'language-power' of git://github.com/teigen/cucumber into language-power
d4fbfb6,2009-09-25 05:40:31,Jon-Anders Teigen,141,194,added step_match
f14e2d8,2009-09-25 19:16:40,Yutaka HARA,141,198,Added example of Ramaze and Cucumber
e19cb37,2009-09-25 19:19:13,Yutaka HARA,141,196,Merge branch 'master' of git@github.com:yhara/cucumber
e90b799,2009-09-26 00:18:52,Aslak Hellesøy,141,194,Merge branch 'language-power' of git://github.com/teigen/cucumber into language-power
aa6ebb5,2009-09-26 21:12:56,Aslak Hellesøy,141,194,Remove more dead code
5298722,2009-09-26 21:31:59,Aslak Hellesøy,141,149,Renamed feature and added some more
99a65c6,2009-09-26 21:46:31,Aslak Hellesøy,141,149,"Raise a proper error message if someone forgets @ for tags, example: --tags ~foo or --tags bar"
445f4ba,2009-09-26 21:57:55,Aslak Hellesøy,141,196,Upgraded rack-test for Sinatra example
73d61cc,2009-09-26 21:58:43,Aslak Hellesøy,142,151,Merge branch 'yhara/master'
814f205,2009-09-26 21:59:57,Aslak Hellesøy,142,151,Attribution: Added example for Ramaze. (Yutaka HARA)
a815876,2009-09-26 22:33:20,Aslak Hellesøy,141,151,Fixed regression in profile formatter from 0.3.102
f9fa9bf,2009-09-26 23:13:37,Aslak Hellesøy,141,151,Merge branch 'master' into language-power
f2039ae,2009-09-27 01:53:08,Aslak Hellesøy,141,177,All specs are passing again. Simplified TreeWalker
50efb67,2009-09-27 05:30:52,Gabriel Medina,141,177,use STDOUT formatter defined in profile
6bdb51d,2009-09-27 05:49:53,Ben Mabey,142,151,Updated history for [#375 state:resolved].
ab24455,2009-09-27 05:57:19,Ben Mabey,142,177,stdout_formats and non_stdout_formats no longer need to be protected
ad4cef6,2009-09-27 16:41:37,Aslak Hellesøy,142,177,"Started on a new formatter to replace usage, steps and profile"
1101fd6,2009-09-27 16:46:57,Aslak Hellesøy,142,177,lib/cucumber/formatter/html.rb requires xml. [#458 state:resolved]
a96de7f,2009-09-27 18:02:05,Aslak Hellesøy,142,177,Use a proper class for keys
1eafa7e,2009-09-28 02:46:39,Aslak Hellesøy,142,147,Update manifest
e070aa8,2009-09-28 02:47:43,Aslak Hellesøy,142,147,Merge branch 'master' of git://github.com/bmabey/cucumber into language-power
ac726f0,2009-09-28 02:48:30,Aslak Hellesøy,142,147,Merge branch 'language-power'
52a3d2e,2009-09-28 03:49:13,Aslak Hellesøy,142,147,Release 0.3.104
2006081,2009-09-28 16:24:02,Aslak Hellesøy,142,147,Installation via rubygems will print a message telling people to read History.txt
a25c161,2009-09-29 03:35:51,Aslak Hellesøy,142,143,"Added StepDefinitionLight, which is used to keep track of available and invoked step definitions. So"
e0b8077,2009-09-29 04:13:19,Aslak Hellesøy,142,143,Before('~@no-txn') is run on all scenarios without @no-txn causing Cucumber::Rails::World.use_transa
5f0171b,2009-09-29 04:15:52,Aslak Hellesøy,141,143,Sporkers are people too
a6c55f2,2009-09-29 04:49:24,Aslak Hellesøy,141,143,Rotten cucumber alert on Rails if you upgrade your gem without regenerating with script/generate cuc
76ce9b2,2009-09-29 04:50:06,Aslak Hellesøy,141,143,Release 0.3.104.1
d5708cf,2009-09-29 05:12:01,Aslak Hellesøy,141,143,Consolidate environments for spork and not-spork. And upgrade spork.
6d4c00c,2009-09-30 03:34:06,Declan Whelan,141,143,Fixed image loading for Windows [#461 state:open]
e2e465d,2009-09-30 05:24:05,msassak,141,143,Add trace option so RunCodeRun will include it
4ab8ff6,2009-09-30 05:45:47,msassak,141,143,Do not run @run-code-fail tagged features by default so they can be fixed one at time
9cc36c7,2009-09-30 05:48:38,msassak,141,135,Missed one
5649324,2009-09-30 23:07:55,Aslak Hellesøy,141,143,Files generated by the Rails cucumber generator have information about the risks of editing.
f211a87,2009-09-30 23:10:30,Aslak Hellesøy,141,143,Link to web page instead
b2a1f68,2009-09-30 23:12:45,Aslak Hellesøy,141,143,Merge branch '461-pdf-images-windows' of git://github.com/dwhelan/cucumber
c1d11c0,2009-09-30 23:17:40,Aslak Hellesøy,141,143,Fixed image loading for Windows. [#461 state:resolved]
4590ea5,2009-09-30 23:22:21,Aslak Hellesøy,141,139,sleep a little longer to make drb stuff work
4a050ea,2009-10-01 01:20:59,Aslak Hellesøy,141,131,Merge branch 'master' of git://github.com/msassak/cucumber
d3d851a,2009-10-01 04:26:06,Aslak Hellesøy,141,131,Only run run-code-run profile on run-code-run
b22ef07,2009-10-01 04:33:52,Aslak Hellesøy,141,131,Run-Code-Run debugging
da44f01,2009-10-01 04:45:30,Aslak Hellesøy,141,131,Fix bad regexp
954d469,2009-10-01 04:49:33,Aslak Hellesøy,141,127,"Feature files are now sorted before they are executed, because different operating systems may list "
6b677da,2009-10-01 05:11:39,Aslak Hellesøy,141,127,No need for a separate runcoderun profile. All is good (green).
02b4305,2009-10-01 05:16:38,Aslak Hellesøy,141,127,Just a test to verify that Run-Code-Run only sends emails on broken and fixed builds
2add5e6,2009-10-01 05:29:55,Aslak Hellesøy,141,127,Fail the build so we get an email from Run-Code-Run
0b8ad96,2009-10-01 05:39:11,Aslak Hellesøy,141,127,Fix the build again
b94f5f3,2009-10-01 11:22:34,Jacob Rothstein,141,127,Add spec coverage for $arg captures in step definitions
fecedec,2009-10-01 12:13:06,Fedor Kocherga,141,143,"In presense of both Background and Before, if Before raises an exception, its handling fails in Scen"
73cfb12,2009-10-01 13:56:45,Aslak Hellesøy,141,127,remove step_pattern
50e7cca,2009-10-01 14:32:06,Mads Buus Westmark,141,127,fixed bug introduced by simple listeners refac. Calculation of whether an outline row was a header. 
ee4258e,2009-10-01 14:50:50,Mads Buus Westmark,141,127,Handled regular data tables properly (they have no 'header?' method.
cf58d24,2009-10-01 21:52:25,Aslak Hellesøy,141,131,Keep the ruby->python example before we make the python example pure python
830af4a,2009-10-02 02:50:51,Thomas Marek,141,127,Allow transforms to return nil
14f8502,2009-10-02 05:26:50,Aslak Hellesøy,141,129,Separate native pythin from bridged python
d042fc3,2009-10-02 11:31:39,Joshua Nichols,142,172,Use vendored cucumber binary whenever possible for the generated Rails rake tasks.
6a6ba17,2009-10-02 14:46:19,Ryan Bigg,141,127,"End the debate between ""home page"" and ""homepage"" by satisfying both parties."
21f3d3d,2009-10-02 20:32:06,Matt Wynne,141,131,Merge branch 'master' into wire_protocol
3301e06,2009-10-02 22:15:51,Matt Wynne,141,127,Add feature to drive out bug with language formatter
f2cef79,2009-10-03 00:55:27,Ryan Bigg,142,127,Add History.txt entry.
ed76601,2009-10-03 13:39:12,Jacob Rothstein,141,127,more concise spec coverage for $arg support
6ecc756,2009-10-03 20:09:56,Jakob Skov-Pedersen,142,127,"This fixes ""Table diffing"" feature for 1.8.7

- Detect ruby 1.8.7 platform.
- INSTANCE_EXEC_OFFSET i"
81144e4,2009-10-03 20:14:24,Aslak Hellesøy,141,129,Merge branch 'add_fixes_for_1_8_7' of git://github.com/jasp/cucumber
4fdcbb1,2009-10-03 20:17:32,Jakob Skov-Pedersen,141,127,Add change to history
ecf1c4b,2009-10-04 20:16:32,snl,142,129,Added Turkish support
929e0ef,2009-10-04 21:49:07,Matt Wynne,142,172,"Fix language help, adding a feature to cover regressions"
17f16b4,2009-10-04 22:09:26,Alf Mikula,141,131,"Patch to fix issue where regexes were being run on Cucumber::Ast::Table objects, resulting in tables"
1162fdb,2009-10-04 22:32:09,Matt Wynne,141,127,Refactor language help formatter a little and add a feature to cover listing languages
88bd846,2009-10-04 22:44:01,Matt Wynne,141,127,Refactor JUnit formatter
8c2c0fc,2009-10-05 00:49:59,Matt Wynne,142,127,"Fix bug with Junit formatter by exposing #header? on ExampleRow
Created specs for Junit formatter an"
0d1e38c,2009-10-05 00:58:15,Matt Wynne,141,127,Refactor JUnit formatter so that TableRow#header? doesn't need to be exposed
0adacd2,2009-10-05 01:28:36,Matt Wynne,143,127,Update history.txt with bugfix #472
30f1a32,2009-10-05 01:31:07,Matt Wynne,142,172,Add debug formatter for visualising the listener API
466b019,2009-10-05 02:32:31,Matt Wynne,141,135,Bring wire language implementation into line with new programming languages API
5c673ae,2009-10-05 04:42:12,Matt Wynne,142,172,Merge branch 'fix_language_help'
725d9a0,2009-10-05 04:43:12,Matt Wynne,141,127,Add language help bugfix to history.txt
5b39d10,2009-10-05 04:48:22,Matt Wynne,141,127,Merge branch 'master' into listener_debugger_formatter
632f51d,2009-10-05 13:58:44,Matt Wynne,141,131,checkpoint - rebuilding wire support
dc68698,2009-10-05 18:15:39,Aslak Hellesøy,141,129,Merge branch 'master' of git://github.com/mattwynne/cucumber
c65c1cc,2009-10-05 18:19:43,Aslak Hellesøy,142,176,Merge branch 'master' of git://github.com/snl/cucumber
35bfd86,2009-10-05 18:20:49,Aslak Hellesøy,142,131,Attribution to Hakan Şenol Ensari
e0ebc40,2009-10-05 18:22:16,Aslak Hellesøy,142,176,Resolve conflict
b684395,2009-10-05 18:23:21,Aslak Hellesøy,142,176,Merge branch 'master' of git://github.com/radar/cucumber
9f84f61,2009-10-05 20:49:14,Aslak Hellesøy,143,202,Merge branch 'amikula/master'
edbc29f,2009-10-05 20:50:12,Aslak Hellesøy,142,135,Merge branch 'master' of git://github.com/jbr/cucumber
2516130,2009-10-05 21:52:21,Tom ten Thij,143,180,Make script/cucumber file generated by the Rails cucumber generator look for cucumber in vendored ge
0821cdc,2009-10-05 21:55:36,Fedor Kocherga,145,180,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
92cea36,2009-10-06 02:21:50,Aslak Hellesøy,145,188,"Let's see if RunCodeRun knows how to email the cukes list, now that I have made it an unmoderated me"
1a5abc4,2009-10-06 02:22:26,Aslak Hellesøy,145,180,Fix build
3da188b,2009-10-06 05:17:17,amikula,145,180,Removing files that no longer exist in the project
1819515,2009-10-06 06:00:25,amikula,145,180,Adding After('@allow-rescue') to set allow_rescue back to its former value
1f57ae9,2009-10-06 11:57:54,Fedor Kocherga,145,180,making other self tests green...
01632c0,2009-10-06 12:38:04,Fedor Kocherga,145,180,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
8933662,2009-10-06 14:27:30,Aslak Hellesøy,146,202,Error on pystring in scenario outline with pretty formatter [#475 state:resolved]
63ee386,2009-10-06 14:40:40,Aslak Hellesøy,145,180,Words
957991b,2009-10-06 14:41:15,Aslak Hellesøy,145,180,Words
80a17d6,2009-10-06 14:43:05,Aslak Hellesøy,145,180,Update Manifest
ddb09d0,2009-10-06 14:44:19,Aslak Hellesøy,145,180,Merge branch 'master' into fkocherga/master
c7f3344,2009-10-06 16:24:50,Aslak Hellesøy,146,202,Attribution for Fedor Kocherga [#465 state:resolved]
4509043,2009-10-06 16:27:20,Aslak Hellesøy,146,202,Merge branch '468-generated-rails-rake-tasks-doesnt-use-the-vendored-version-cucumber-binary' of git
eafa752,2009-10-06 16:29:43,Aslak Hellesøy,146,202,generated rails rake tasks doesn't use the vendored version cucumber binary [#468 state:resolved]
6e8a02f,2009-10-06 16:31:11,Aslak Hellesøy,145,180,Merge branch 'make_bin_cucumber_look_in_vendered_gems' of git://github.com/tomtt/cucumber
3f6ffe8,2009-10-06 16:35:31,Aslak Hellesøy,146,202,Simplify cucumber bin lookup
a90070f,2009-10-06 18:54:56,Aslak Hellesøy,146,202,"Revert ""Simplify cucumber bin lookup""

This reverts commit 1e883d2f29c08a0bb65f946b9b49a2a576b2a3a5."
c8a4f1a,2009-10-06 18:57:23,David Waite,147,213,Change Hoe.spec to work according to Hoe documentation
e98b1c5,2009-10-06 18:58:06,David Waite,147,213,Add UTF-8 encoding to make ruby 1.9 happy
965ee34,2009-10-06 18:58:35,David Waite,147,213,"Allow for special characters in string step definitions, by escaping the string before turning it in"
995b557,2009-10-06 19:01:50,Aslak Hellesøy,147,213,Attribution
aed67e7,2009-10-06 22:00:01,Aslak Hellesøy,147,213,Resolve merge conflict when merging with tmak
1e883d2,2009-10-06 22:04:26,Aslak Hellesøy,147,213,Simplification
7d8afc2,2009-10-06 22:41:50,Aslak Hellesøy,147,221,Language help formatter aligns output better on Ruby 1.8.6
3df210e,2009-10-06 22:45:12,Aslak Hellesøy,147,221,Words
b8c0429,2009-10-07 00:28:04,7rans,147,213,cucumber.yml can also end in .yaml and be located in .config/ or config/ dirs
8c1038c,2009-10-07 02:23:27,Joseph Wilk,147,213,Step tables now default empty table cells to empty strings and not nil [#470 state:resolved]
23c2869,2009-10-07 02:24:50,Joseph Wilk,147,213,regenerate treetop
1474172,2009-10-07 05:37:12,Matt Wynne,147,194,Add rough first draft of protocol-focussed feature
fb49e68,2009-10-07 07:13:11,7rans,147,213,add comment to #cucumber_yml method
023c0a3,2009-10-07 11:17:44,Corey Haines,147,209,"Support argument transform for tables

You can create a transform like

Transform /^table:col1,col2$"
7fd0f5d,2009-10-08 00:07:37,Tim Galeckas,147,221,instance_exec get declared private [#477 state:resolved]
8c94778,2009-10-08 00:45:41,Aslak Hellesøy,147,221,Merge branch 'master' of git://github.com/trans/cucumber
eaa15c5,2009-10-08 00:59:04,Aslak Hellesøy,147,221,Fix broken cucumber.yml code
8b71e1d,2009-10-08 00:59:42,Aslak Hellesøy,147,221,Attribution to trans
67827dd,2009-10-08 01:13:22,Joseph Wilk,142,143,"Removed redundant if condition, always true"
fb9ff09,2009-10-08 01:25:46,Aslak Hellesøy,147,229,Merged Corey's table transform with master
f0e85dc,2009-10-08 01:28:29,Aslak Hellesøy,147,229,Attribution to Corey Haines
a42fb9f,2009-10-08 01:39:52,Aslak Hellesøy,147,229,Words
d219e79,2009-10-08 02:06:37,Mads Buus Westmark,147,202,"Merge branch 'master' of git://github.com/aslakhellesoy/cucumber

Conflicts:
	lib/cucumber/ast/outli"
40c6913,2009-10-08 02:06:53,Mads Buus Westmark,147,229,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
6634828,2009-10-08 02:37:44,Mads Buus Westmark,147,229,added rspec for junit formatter and multiline arguments
596fa97,2009-10-08 05:05:24,Aslak Hellesøy,147,229,"Tables yielded to step definitions are no longer frozen, so you can edit their data without #dup'ing"
5e423fa,2009-10-08 05:21:33,Aslak Hellesøy,147,229,typo fix
fb99973,2009-10-08 05:31:41,Aslak Hellesøy,147,229,Added feature parsing profiling
25853ad,2009-10-08 15:15:41,Aslak Hellesøy,147,229,Removed obsolete FeatureTask
afa1b62,2009-10-08 17:15:49,Aslak Hellesøy,145,200,"The feature_list, feature_pattern, step_list and step_pattern properties are removed from the Rake t"
68954af,2009-10-08 18:29:10,Aslak Hellesøy,147,233,Resolve conflict in History.txt
250fde1,2009-10-08 18:29:21,Aslak Hellesøy,147,233,Merge branch 'master' of git://github.com/josephwilk/cucumber
45cae9a,2009-10-08 18:44:42,Aslak Hellesøy,148,268,Release 0.4.0.rc1
72537c6,2009-10-08 21:13:13,Aslak Hellesøy,148,266,Words
39805f4,2009-10-08 23:01:20,Matt Wynne,148,268,"Merge branch 'master' into wire_protocol

Conflicts:
  lib/cucumber/ast/table.rb"
215548e,2009-10-09 02:13:40,Aslak Hellesøy,148,266,Merge branch 'master' into MadsBuus/master
24d89c4,2009-10-09 04:18:38,Matt Wynne,148,284,Reworking wire support around new protocol-based feature
6409682,2009-10-09 20:32:30,Aslak Hellesøy,148,264,No need to delegate
090fec6,2009-10-09 20:32:48,Aslak Hellesøy,148,264,No more varargs
3905134,2009-10-09 20:33:32,Aslak Hellesøy,148,264,Added a simple example using Webrat and Mechanize
25b18b9,2009-10-09 20:41:25,Aslak Hellesøy,148,264,Release 0.4.0
a9814e9,2009-10-09 20:42:29,Aslak Hellesøy,149,229,Release 0.4.0
549069c,2009-10-10 04:14:08,Matt Wynne,148,280,Merge branch 'master' into wire_protocol
7d74c4c,2009-10-10 07:19:57,Aslak Hellesøy,149,229,"Added StepMother#invoke(step_name, multiline_argument=nil) - needed by cuke4duke ticket #26"
08eff50,2009-10-11 17:57:14,Matt Wynne,148,280,Tidy feature
37b2758,2009-10-11 18:44:04,Aslak Hellesøy,148,264,Better IronRuby detection
3a37973,2009-10-12 02:12:42,Joseph Wilk,149,264,Ensure no errors are raised when limiting with tags which are not in the feature set [#464 state:res
7987bb1,2009-10-12 02:46:38,Aslak Hellesøy,149,264,Make all specs and feature pass on 1.8.7
3548cbf,2009-10-12 02:48:08,Aslak Hellesøy,149,264,Merge branch 'master' of git://github.com/josephwilk/cucumber into josephwilk/master
5601916,2009-10-12 02:51:21,Aslak Hellesøy,150,229,Fix typos
34baf50,2009-10-12 03:00:26,Matt Wynne,149,276,Tidy up wire protocol feature
7f6be35,2009-10-12 03:16:42,Matt Wynne,150,507,Starting to add features for invoking steps
fa0cb7c,2009-10-12 04:12:06,Matt Wynne,149,280,Add basic pass / fail functionality
4a1e938,2009-10-12 04:20:42,Matt Wynne,150,311,Tidy up comments in feature
bf2dc16,2009-10-12 04:39:43,Matt Wynne,149,276,"Adjust protocol to
 * ignore formatted_step_name (until I find out what it's for)
 * require / respe"
dc67187,2009-10-12 04:47:57,Matt Wynne,150,315,Tidy up comments
3b9c3d6,2009-10-12 04:52:00,Aslak Hellesøy,150,291,"Cucumber's features now pass on 1.8.6, 1.8.7 and 1.9.1"
51468bb,2009-10-12 04:59:08,Matt Wynne,150,507,Add an example with an argument in the step definition. Wonder what pos is used for.
c0b7c5d,2009-10-12 05:05:43,Matt Wynne,150,507,Extract WireProtocol into separate module for clarity
3273d6e,2009-10-12 05:17:47,Matt Wynne,150,507,Add a little more documentation
198d1f0,2009-10-12 05:30:01,Aslak Hellesøy,150,221,removed unused code
271c72f,2009-10-12 14:41:27,Aslak Hellesøy,150,221,Improve code readbility around StepMatch
6cc6231,2009-10-12 17:39:43,Aslak Hellesøy,150,229,"More tweaks to make features run on more rubies: 1.8.6, 1.8.7, 1.9.1 and JRuby 1.4.0RC1. Windows is "
564362b,2009-10-12 18:09:25,Alf Mikula,150,298,Adding spec to detect error condition when no tags are present.
49a3b5f,2009-10-13 00:09:39,Matt Wynne,150,491,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber into wire_protocol
e3e0f74,2009-10-13 00:13:43,Matt Wynne,150,495,Rename parameter passed in step_matches call to bring into line with rename within Cucumber (and imp
a94ca62,2009-10-13 00:30:38,Matt Wynne,150,491,Improved documentation in the wire_protocol feature
1f212fe,2009-10-13 02:19:38,Aslak Hellesøy,150,298,Use http://github.com/aslakhellesoy/wac instead of http://github.com/aslakhellesoy/ansicolor on Wind
0f69ab1,2009-10-13 02:55:12,Aslak Hellesøy,150,298,prettier help
22c8372,2009-10-13 03:55:55,Matt Wynne,150,294,Merge branch 'master' into wire_protocol
940fd73,2009-10-13 04:29:15,Aslak Hellesøy,150,298,Merge branch 'master' of git://github.com/amikula/cucumber
d42aeb8,2009-10-13 04:38:00,Aslak Hellesøy,151,263,Merged with master
0e7b757,2009-10-13 04:42:29,Erik Hansson,151,263,Hacks to make rerun and --drb run more like I figure they should....
423a630,2009-10-13 04:43:02,Dejan Dimic,151,261,"[PATCH] Added support for Serbian language, both Cyrillic and Latin with usage examples."
59cbd7e,2009-10-13 04:55:25,Aslak Hellesøy,150,296,Attribution to Dejan Dimic. Updated Romanian and Manifest
4bde9b2,2009-10-13 05:16:53,Aslak Hellesøy,150,288,Fix feature that broke when Serbian was added.
63df030,2009-10-13 05:17:32,Aslak Hellesøy,151,253,Merge branch 'master' of git://github.com/erikhansson/cucumber
22bcaa0,2009-10-13 05:20:50,Aslak Hellesøy,150,288,Words
4747691,2009-10-13 05:32:27,Aslak Hellesøy,151,440,Get reqady for 1.4.1
7fad42d,2009-10-13 05:44:44,Aslak Hellesøy,150,288,Added a windows_mri profile similar to JRuby - just exclude spork since we have no fork
93a77c6,2009-10-13 05:59:11,Aslak Hellesøy,153,440,Merge branch 'master' of github.com:aslakhellesoy/cucumber
29d7ec0,2009-10-13 06:06:04,Aslak Hellesøy,153,440,Skip RSpec if we're on ruby 1.9
940fe00,2009-10-13 16:39:38,Aslak Hellesøy,153,440,Merge branch 'erikhansson/master'
5d9eb2a,2009-10-13 16:45:31,Aslak Hellesøy,153,440,Make rerun and --drb work together again after formatter API changes [#485 state:resolved]
b0badc2,2009-10-13 17:05:22,Matt Wynne,153,446,Fix spec
53d8e50,2009-10-13 17:14:11,Matt Wynne,153,450,"Compare JSON parsed objects rather than raw strings, in case hashes come out in wrong order"
99e0ca8,2009-10-13 19:02:35,Eduard Bondarenko,153,440,show pending stats
8aad5fc,2009-10-14 02:11:59,Aslak Hellesøy,153,440,Merge branch 'master' of github.com:aslakhellesoy/cucumber
6bbe45f,2009-10-14 03:14:23,Aslak Hellesøy,153,440,Merge branch 'master' of git://github.com/edbond/cucumber
aaef3ca,2009-10-14 03:22:14,Aslak Hellesøy,153,440,"Revert ""Merge branch 'master' of git://github.com/edbond/cucumber""

This reverts commit 3d92d5f731d0"
2878d54,2009-10-14 03:36:01,Matt Wynne,153,440,Merge branch 'master' into wire_protocol
8c4f772,2009-10-14 04:25:39,Matt Wynne,151,515,"Try out moving over to the more verbose JSON packet format, with explicit ""message"" and ""params"" key"
692cf8b,2009-10-14 04:35:00,Matt Wynne,151,519,Trying out a simpler packet structure for wire protocol using Array instead of Hash to contain the p
2c12111,2009-10-14 15:34:26,KAKUTANI Shintaro,153,440,added 'but' variants to ja.
20d3fc1,2009-10-14 18:23:57,Aslak Hellesøy,153,440,Merge branch 'master' of git://github.com/kakutani/cucumber
3d92d5f,2009-10-14 18:38:58,Aslak Hellesøy,153,440,Attribution
299c47e,2009-10-14 21:27:45,Aslak Hellesøy,153,440,The Rails cucumber generator will only default to RSpec if installed. And print better help. Also ma
58603df,2009-10-14 21:30:06,Aslak Hellesøy,154,405,Rename file so Windows users can install the gem. SIGH.
8919cd1,2009-10-14 21:31:58,Aslak Hellesøy,154,405,Rename another file so Windows users can install the gem. SIGH.
509b540,2009-10-14 23:07:28,Aslak Hellesøy,154,405,Version bump to 0.0.0
3135990,2009-10-14 23:35:17,Aslak Hellesøy,153,440,Ditched Hoe for Jeweler
6b0fabb,2009-10-14 23:45:52,Aslak Hellesøy,153,440,Regenerated gemspec for version 0.4.1
ef70a50,2009-10-14 23:49:53,Aslak Hellesøy,153,440,Version bump to 0.4.2
73d536f,2009-10-14 23:52:30,Aslak Hellesøy,153,440,Release 0.4.2 (0.4.1 went wrong)
ba7aaec,2009-10-14 23:57:15,Aslak Hellesøy,153,440,Fix Rubyforge project
90417da,2009-10-15 14:57:38,unknown,153,440,Added delayed announcement feature
c13b2c4,2009-10-15 18:41:56,siaynoq,153,440,Adding feature for delayed and non-delayed announce() test
